,type,bedrooms,bathrooms,nearest_station,address,price,postcode,size_imputed
300,Flat,1,1,0.3,"Branch Hill, London, NW3",1550,NW3,861.7763713080169
301,Flat,2,1,0.2,"Wessex Court, London, SW15",1850,SW15,861.7763713080169
302,Flat,3,1,0.3,"Farleigh Road, Stoke Newington, N16",2600,N16,861.7763713080169
303,Detached,6,6,0.4,"Wallingford Avenue, London, W10",20150,W10,861.7763713080169
304,Apartment,3,2,0.2,"Holloway Road, London, N7",3200,N7,861.7763713080169
305,Apartment,2,2,0.7,"Lordship Lane, London, SE22",2250,SE22,861.7763713080169
306,Terraced,4,3,0.2,"Loudoun Road, St Johns Wood, London, NW8",5001,NW8,861.7763713080169
307,Flat,2,1,0.1," Gloucester Road,London,SW7",2000,SW7,441
308,Flat,2,2,0.1,"St. George Wharf, Vauxhall, London, SW8",2579,SW8,708
309,Apartment,2,2,0.4,"Waldegrave Point, Oaklands Rise, 1 Green Street, London, NW10",1925,NW10,861.7763713080169
310,Flat,1,2,0.3,"Queens Gate Terrace, London, SW7",5200,SW7,1283
311,Flat,1,1,0.1,"Matiere Place, Earls Court, SW5",3683,SW5,861.7763713080169
312,Apartment,1,1,0.1,"Lower Sloane Street, SW1W",3748,SW1W,861.7763713080169
313,Apartment,2,2,0.0,Euston Road London NW1,3575,NW1,861.7763713080169
314,Flat,2,2,0.5,"Cromwell Road, South Kensington, SW7",2804,SW7,861.7763713080169
315,Apartment,2,1,1.0,"Osier Crescent, Muswell Hill, N10",1750,N10,861.7763713080169
316,Apartment,1,1,0.1,"Westmark Tower, West End Gate, Marylebone, W2",2600,W2,861.7763713080169
317,Apartment,2,1,0.3,"Kirkstall Road, London, SW2",1750,SW2,861.7763713080169
318,Apartment,3,2,0.1,"Doulton House, Chelsea Creek, SW6",4875,SW6,861.7763713080169
319,Penthouse,3,2,0.6,"Rutherford House, 483 Battersea Park Road, London, SW11",3000,SW11,861.7763713080169
320,Apartment,1,1,0.1,"East Tower, Pan Peninsula, Canary Wharf E14",2145,E14,861.7763713080169
321,Flat,1,1,0.6,Blackheath SE3,1450,SE3,861.7763713080169
322,Apartment,2,1,0.2,"Hawcroft Court, 19-21 York Street, London, W1U",2817,W1U,861.7763713080169
323,Flat,1,1,0.0,"Lockton Street, North Kensington, W10",1950,W10,861.7763713080169
324,Flat,1,1,0.3,"Curtiss House, London, NW9",1350,NW9,861.7763713080169
325,Flat,2,1,0.4,"Lansdowne Crescent, Holland Park W11",4528,W11,861.7763713080169
326,Apartment,2,1,0.2,Cromwell Road London SW7,2800,SW7,861.7763713080169
327,Apartment,3,2,0.3,"Colville Square, Notting Hill, Kensington & Chelsea, W11",5417,W11,861.7763713080169
328,House,4,1,0.2,"Crofton Park Road, London, SE4",2800,SE4,861.7763713080169
329,Apartment,1,1,0.2,"St. Dunstans House, Fetter Lane, Holborn EC4A",2817,EC4A,861.7763713080169
330,Flat,1,1,0.1,"Regency Lodge, Adelaide Road, Swiss Cottage, NW3",3250,NW3,861.7763713080169
331,Detached,1,1,0.1,"Renaissance, Sienna Alto, Lewisham SE13",1517,SE13,861.7763713080169
332,Apartment,5,4,0.3,"Grove End Road, St Johns Wood, NW8",8667,NW8,861.7763713080169
333,Apartment,2,2,0.3,"Egerton Gardens, SW3",4117,SW3,861.7763713080169
334,Terraced,3,2,0.2,"Merchant Square, Paddington, London, W2",6327,W2,861.7763713080169
335,Apartment,1,1,0.2,Bethnal Green London E2,1625,E2,861.7763713080169
336,Terraced,3,1,0.5,"Brightfield Road, London, SE12",2200,SE12,861.7763713080169
337,Flat,1,1,0.2,"Highgate Road, Dartmouth Park, London, NW5",1350,NW5,524
338,Flat,1,1,0.5,"Redcliffe Place, London, SW10",2145,SW10,861.7763713080169
339,Apartment,1,1,0.2,"Cobalt Point, Lanterns Court, Canary Wharf E14",1842,E14,861.7763713080169
340,Terraced,2,1,0.3,"Douro Street, Bow, London, E3",1950,E3,861.7763713080169
341,Flat,1,1,0.5,Grange Yard London SE1,1560,SE1,861.7763713080169
342,Flat,2,1,0.4,"Exmouth Market, London, EC1R",2300,EC1R,638
343,Apartment,3,3,0.3,"Asquith House, 27 Monck Street, Westminster, London, SW1P",4658,SW1P,1250
344,Apartment,1,1,0.5,"Dock East Apartments, Selsdon Way, E14",1850,E14,861.7763713080169
345,Apartment,2,2,0.5,"Central Avenue, London, SW6",4536,SW6,1428
346,Apartment,1,1,0.2,"Arora Tower, North Greenwich, SE10 0TW",1850,0TW,551
347,House,4,2,0.0,"Mornington Crescent, London, NW1",6283,NW1,861.7763713080169
348,Flat,2,2,0.1,"Beck Square, Leyton, E10",1993,E10,861.7763713080169
349,Flat,2,2,0.3,"Cricklewood Broadway, London, NW2",1699,NW2,527
350,Apartment,2,1,0.5,"Church Walk, off Newington Green, London, N16",1750,N16,861.7763713080169
351,Apartment,1,1,2.1,"London, London, EC2M",1798,EC2M,861.7763713080169
352,Flat,2,1,0.5,The Gardens East Dulwich SE22,1700,SE22,861.7763713080169
353,Flat,2,2,0.3,"Cadogan Square, Knightsbridge, SW1X",12133,SW1X,861.7763713080169
354,Terraced,3,3,0.3,"Oulton Close, London, E5",2496,E5,861.7763713080169
355,Flat,2,1,0.2,"Wells Street, Fitzrovia, W1",2318,W1,505
356,Flat,2,1,0.2,"Tower House,Fieldgate Street,London,E1 1GU",1800,E1 1GU,861.7763713080169
357,Flat,2,1,0.2,"Fieldgate Street,London,E1",1850,E1,861.7763713080169
358,Flat,2,1,0.7,"Shooters Hill Road, London, SE3",1600,SE3,861.7763713080169
359,Flat,2,1,0.2,"Denison Road, London, SW19",1600,SW19,861.7763713080169
360,Terraced,2,2,0.2,"Westferry Circus, Canary Wharf, London, E14",3445,E14,861.7763713080169
361,Flat,2,1,0.4,"Malden Road, Chalk Farm, London, NW5",2000,NW5,861.7763713080169
362,Maisonette,2,1,0.1,"Kingsland Road, London, E8",1800,E8,861.7763713080169
363,Semi-Detached,4,2,0.4,"Salehurst Road, London, SE4",2800,SE4,861.7763713080169
364,Apartment,2,2,0.1,"Marsh Wall, London, E14",3850,E14,861.7763713080169
365,Apartment,1,1,0.5,"York Way, King's Cross, N7",2383,N7,861.7763713080169
366,Flat,3,4,0.4,"Goldhurst House, London, W6",8450,W6,2038
367,Flat,1,1,0.3,"Tavern Apartments, Tanners Hill, Deptford, London, SE8",1350,SE8,861.7763713080169
368,Apartment,2,2,0.2,"Dundee Wharf, 100 Three Colt Street, London, E14",2375,E14,861.7763713080169
369,Apartment,1,1,0.3,"Cumberland Park, London, W3",1350,W3,861.7763713080169
370,Apartment,2,2,0.2,"Thames City, Carnation Way, SW8",4333,SW8,861.7763713080169
371,Apartment,1,1,0.4,"Peabody Estate, Rosendale Road, London, SE24",1295,SE24,861.7763713080169
372,Terraced,4,2,0.6,"Highlever Road, London, W10",5200,W10,861.7763713080169
373,Apartment,2,2,0.4,"Unison House, Wembley, HA0",2000,HA0,861.7763713080169
374,Apartment,2,2,0.2,"Fulham Road, Chelsea, London, SW3",3878,SW3,861.7763713080169
375,Apartment,2,2,0.2,"Perryfield Way, Brent Cross, NW9",2000,NW9,861.7763713080169
376,Apartment,1,1,0.4,"Millbank, Westminster, SW1P",4225,SW1P,861.7763713080169
377,Apartment,1,1,0.2,"Lincoln Square, Portugal Street, WC2A",4100,WC2A,861.7763713080169
378,Flat,2,1,0.4,"Harbut Road, London, SW11",2250,SW11,861.7763713080169
379,Apartment,2,2,0.2,"Dundee Wharf, Limehouse, E14",2375,E14,861.7763713080169
380,Flat,2,2,0.2,"Cromwell Road, South Kensington, London, SW7",2817,SW7,765
381,Flat,1,1,0.2,"East Acton Lane, Acton, London, W3",1800,W3,632
382,Flat,2,1,0.2,"East Acton Lane, Acton, London, W3",1850,W3,735
383,Apartment,1,1,0.2,"Sun Street, One Crown Place, EC2A",3350,EC2A,861.7763713080169
384,Flat,3,2,0.2,"Moreton Place, Pimlico, London, SW1V",3250,SW1V,100
385,Apartment,4,2,0.3,"Tait Court, Lansdowne Green, SW8",3000,SW8,861.7763713080169
386,Flat,1,1,0.1,"Gladstone Road, Wimbledon, London, SW19",1550,SW19,414
387,Apartment,1,1,0.3,"Farington House, Beaufort Park, NW9",1900,NW9,550
388,Apartment,2,1,0.5,"The Gardens, East Dulwich, London, SE22",1700,SE22,861.7763713080169
389,Apartment,2,2,0.3,"Tournay House, Fulham, SW6",2300,SW6,861.7763713080169
390,Apartment,1,1,0.1,"Southwark Bridge Road, London Bridge, SE1",2250,SE1,861.7763713080169
391,Flat,2,2,0.4,"Maida Vale, Maida Vale, London, W9",2579,W9,810
392,Flat,2,2,0.2,"Gloucester Terrace, Bayswater, London, W2",5850,W2,1222
393,Apartment,2,2,0.1,"Belvedere Row Apartments, Fountain Park Way, W12",3100,W12,861.7763713080169
394,Apartment,1,1,0.4,"Chronicle Tower, City Road, EC1V",2600,EC1V,861.7763713080169
395,Flat,1,1,0.3,"PENTHOUSE FLAT - Glengall Road, Queens Park, London, NW6",1733,NW6,861.7763713080169
396,Apartment,2,2,0.4,"Viridium Apartments, Finchley Road, NW3",3250,NW3,861.7763713080169
397,Apartment,3,3,0.4,"Elgin Avenue, Maida Vale, W9",5997,W9,861.7763713080169
398,Flat,1,1,0.2,"Gloucester Road, South Kensington, London, SW7",2535,SW7,447
399,Apartment,2,2,0.2,"One Park Drive, Canary Wharf, E14",3700,E14,861.7763713080169
400,Flat,1,1,0.3,"Regents Park Road, Primrose Hill NW1",2145,NW1,861.7763713080169
401,Flat,3,1,0.4,"Broomhouse Lane, Fulham, London, SW6",2600,SW6,886
402,Flat,1,1,0.6,"Mapleton Road, Wandsworth, London, SW18",1500,SW18,491
403,Apartment,2,2,0.3,"Rendel House, Goodluck Hope, E14",2600,E14,861.7763713080169
404,Apartment,1,1,0.2,"Gatsby Apartments, Spital Field, E1",2800,E1,861.7763713080169
405,Apartment,1,1,0.2,"Jacquard Point, Tapestry Way, E1",2100,E1,861.7763713080169
406,Flat,2,1,0.5,"Eaton Park Road, N13",1450,N13,861.7763713080169
407,Flat,1,1,0.5,"St. Georges Wharf, London, SE1",1999,SE1,861.7763713080169
408,Apartment,2,2,0.1,"Three Colt Street, E14",2375,E14,861.7763713080169
409,Apartment,2,2,0.2,"Dundee Wharf, Limehouse, E14",2375,E14,861.7763713080169
410,Apartment,2,2,0.0,"Hale Works Apartments, Daneland Walk, N17",2200,N17,861.7763713080169
411,Flat,3,2,0.1,"West Heath Avenue, Hampstead, London, NW11",3033,NW11,861.7763713080169
412,Apartment,2,2,0.2,"Amory Tower, Marsh Wall, E14",3200,E14,861.7763713080169
413,Apartment,1,1,0.6,"Blondin Way, London, Greater London, SE16",1725,SE16,861.7763713080169
414,Terraced,4,1,0.1,"Elthruda Road, Hither Green, London, SE13",2280,SE13,1383
415,Apartment,2,2,0.3,"Walton Heights, 143 Walworth Road, London, SE17",3000,SE17,861.7763713080169
416,Flat,5,2,0.1,Cabbell Street London NW1,4312,NW1,861.7763713080169
417,Duplex,2,1,0.7,"Shooters Hill Road, London, SE3",1600,SE3,861.7763713080169
418,Apartment,2,2,0.2,"Altitude Point, Whitechapel, E1",3358,E1,861.7763713080169
419,Apartment,2,1,0.4,"Admiralty House, Vaughan Way, E1W",3250,E1W,861.7763713080169
420,Apartment,2,2,0.1,"Newcastle Place, London, W2",5000,W2,861.7763713080169
421,Apartment,3,3,0.4,Ennismore Gardens Knightsbridge SW7,34645,SW7,861.7763713080169
422,Apartment,1,2,0.2,"Palace Court, London, W2",3900,W2,861
423,Apartment,1,1,0.4,"Cornwell House, New Market Place, London, E6",1400,E6,861.7763713080169
424,Apartment,2,2,0.2,"The Modern, Embassy Gardens, London, SW11",3683,SW11,861.7763713080169
425,Maisonette,3,3,0.1,"Kamen Court, Royal College Street, Camden, NW1",2847,NW1,861.7763713080169
426,Flat,5,2,0.1,Cabbell Street London NW1,4312,NW1,861.7763713080169
427,Apartment,3,2,0.5,"Camley Street, Kings Cross, N1C",4225,N1C,861.7763713080169
428,Apartment,3,3,0.1,"Imperial Wharf, Fulham, SW6",4334,SW6,861.7763713080169
429,Apartment,2,1,0.2,"Ballards Lane, Finchley, N3",1550,N3,788
430,Apartment,1,1,0.4,"Chronicle Tower, City Road, EC1V",2350,EC1V,861.7763713080169
431,Flat,1,1,0.5,"Gatliff Road, Chelsea, London, SW1W",2709,SW1W,570
432,House,4,3,0.5,"Highlever Road, London, W10",5633,W10,861.7763713080169
433,Apartment,2,2,0.3,"Ambassador Building, Embassy Gardens, London, SW11",3467,SW11,861.7763713080169
434,Flat,3,1,0.3,Blackheath Hill London SE10,1750,SE10,861.7763713080169
435,Apartment,3,2,0.5,Eagle House London N1,3550,N1,861.7763713080169
436,Terraced,1,1,0.7,"Muirkirk Road, London, SE6",1300,SE6,861.7763713080169
437,Apartment,2,2,0.1,"Bridgewater House, London City Island, London, E14",2427,E14,861.7763713080169
438,Flat,3,1,0.1,"Northfield Avenue, Ealing, W5",2200,W5,861.7763713080169
439,Apartment,4,1,0.0,"Finchley Road, St Johns Wood,  NW8, NW8",5304,NW8,861.7763713080169
440,Flat,2,1,0.6,Peckham Rye East Dulwich SE22,1825,SE22,861.7763713080169
441,Flat,2,1,0.2,"Hickman Avenue, London, E4",1450,E4,861.7763713080169
442,Apartment,1,1,0.1,"Ionian Building, Narrow Street, E14",1650,E14,861.7763713080169
443,Apartment,2,2,0.3,"Principal Tower, Principal Place, Shoreditch EC2A",4117,EC2A,861.7763713080169
444,Apartment,1,1,0.4,"Cornwell House, Ron Leighton Way, E6",1400,E6,861.7763713080169
445,Apartment,1,1,0.3,"Cubitt Street, Clerkenwell, London, WC1X",1690,WC1X,861.7763713080169
446,Flat,2,2,0.2,"Courtfield Gardens, South Kensington, SW5",3467,SW5,861.7763713080169
447,Apartment,1,1,0.5,"Wharf Road, London, N1",1995,N1,861.7763713080169
448,Flat,2,1,0.2,"Dukes Court, Mortlake, SW14",1650,SW14,861.7763713080169
449,Flat,2,1,0.4,"Lorrimore Road, SE17",1950,SE17,861.7763713080169
450,Duplex,3,3,0.2,"Gloucester Avenue, Primrose Hill, London, NW1",7345,NW1,861.7763713080169
451,Flat,2,1,0.2,"Empire House, Thurloe Place, Knightsbridge, London, SW7",5200,SW7,956
452,Flat,3,2,0.3,"Mount Street, Mayfair, W1",21667,W1,2315
453,Flat,1,1,0.5,Napier House Bromyard Avenue London W3,1495,W3,861.7763713080169
454,Flat,1,1,0.1,"Tarves Way, London, SE10",1500,SE10,861.7763713080169
455,Apartment,1,1,0.1,"Clerkenwell Court, Islington, London N1",2383,N1,861.7763713080169
456,Apartment,2,2,0.2,"Exchange Gardens, London, SW8",2795,SW8,850
457,Apartment,2,2,0.1,"Mare Street, London Fields, Hackney, London, E8",2200,E8,861.7763713080169
458,Apartment,1,1,0.1,"Talgarth Road, West Kensington, London, W14",1300,W14,603
459,Apartment,1,1,0.2,"Shore Road, Hackney, London, E9",1350,E9,861.7763713080169
460,Flat,1,1,0.2,"Landmark Pinnacle, London E14",2513,E14,861.7763713080169
461,Apartment,2,2,0.3,"Fulham Road, London, UK, SW3",3878,SW3,861.7763713080169
462,Flat,1,1,0.2,"St. Marks Road, London, EN1",1100,EN1,861.7763713080169
463,Duplex,2,2,0.2,"Ebury Street, Belgravia, London, SW1W",4333,SW1W,861.7763713080169
464,Penthouse,4,4,0.4,"Strathmore Court, Park Road, St John's Wood, NW8",8883,NW8,861.7763713080169
465,Flat,4,2,0.1,Transept Street London NW1,3878,NW1,861.7763713080169
466,Apartment,3,2,0.3,"Rampart Street, Whitechapel, London, E1",2600,E1,861.7763713080169
467,Apartment,3,3,0.5,"Holloway Road, Upper Holloway, N7",2752,N7,861.7763713080169
468,Apartment,2,1,0.2,"Pelham Court, 145 Fulham Road, Chelsea, London, SW3",4247,SW3,861.7763713080169
469,Semi-Detached,4,1,0.5,"Bargery Road, London, SE6",2400,SE6,861.7763713080169
470,Apartment,2,1,0.5,"Glenton Road, London, SE13",1600,SE13,861.7763713080169
471,Apartment,2,1,0.4,"Norwood Road, SE24",1800,SE24,861.7763713080169
472,Flat,2,2,0.2,"Latitude House, Primrose Hill, NW1",4983,NW1,861.7763713080169
473,Apartment,2,2,0.1,"Modena House, London City Island, London, E14",2383,E14,861.7763713080169
474,Flat,2,1,0.5,Park Hill Clapham SW4,2000,SW4,861.7763713080169
475,Terraced,4,3,0.3,"Highlever Road, North Kensington, London, UK, W10",5633,W10,861.7763713080169
476,Flat,3,2,0.3,"Halsey Street, SW3",4767,SW3,901
477,Flat,3,1,0.8,"Avenue Mansions, Muswell Hill N10 (PH020)",2548,(PH020),861.7763713080169
478,Flat,1,1,0.1,"Knights Hill, West Norwood, SE27",1150,SE27,861.7763713080169
479,Flat,2,2,0.2,"Upper Brook Street, Mayfair, London, W1K",6000,W1K,1172
480,Duplex,2,1,0.2,"Leabank Square, Hackney Wick, London, E9",2500,E9,861.7763713080169
481,Duplex,3,3,0.0,"Enfield Road, De Beauvoir, Hackney, London, N1",4000,N1,861.7763713080169
482,Apartment,2,2,0.5,"York Way, Kings Cross, London, N7",2700,N7,861.7763713080169
483,Flat,3,2,0.2,"Aberdare Gardens, South Hampstead, London, NW6",3683,NW6,861.7763713080169
484,Apartment,2,1,0.3,Fordwych Road London NW2,1850,NW2,861.7763713080169
485,Apartment,2,2,0.1,Newcastle Place London W2,4333,W2,861.7763713080169
486,Apartment,1,1,0.5,"Minerva Lodge, Blackheath Park, SE3",1250,SE3,861.7763713080169
487,Apartment,2,2,0.6,"Peckham Rye, Peckham, London, SE22",1825,SE22,861.7763713080169
488,Flat,1,1,0.5,"James Lane, London, E10",1250,E10,861.7763713080169
489,Flat,2,1,0.2,"Sinclair Road, London, W14",1993,W14,676
490,Terraced,3,3,0.7,"Ainslie Wood Road, Chingford, E4",2000,E4,861.7763713080169
491,Penthouse,3,2,0.2,"Dickens Yard, Longfield Avenue, W5",5750,W5,1650
492,Apartment,1,1,0.2,"Kara Court, Bow, E3",1500,E3,861.7763713080169
493,Flat,1,1,0.4,"Liverpool Road, Islington, N1",1500,N1,861.7763713080169
494,Flat,2,1,0.6,"Tower Bridge Road, London, SE1",1900,SE1,861.7763713080169
495,Flat,2,1,0.6,"Tower Bridge Road, London, SE1",1900,SE1,861.7763713080169
496,Apartment,2,2,0.1,"Doyley Street, SW1X",6500,SW1X,861.7763713080169
497,Apartment,1,1,0.1,"Neptune Street, SE16",1450,SE16,861.7763713080169
498,Apartment,2,2,0.2,"Courtfield Gardens, London, SW5",3467,SW5,861.7763713080169
499,Flat,1,1,0.3,"Denver Building, Nine Elms, SW11",2318,SW11,861.7763713080169
500,Apartment,2,2,0.2,"Westferry Circus, E14",4030,E14,861.7763713080169
501,Apartment,2,2,0.2,"Wolfe House, 389 Kensington High Street, London, W14",4333,W14,861.7763713080169
502,Apartment,2,1,0.1,"Longstone Court, 22 Great Dover Street, London, SE1",1950,SE1,861.7763713080169
503,Flat,3,1,0.3,"Phoenix Loft Apartments , Saltwell Street , London , London , E14",3198,E14,861.7763713080169
504,Apartment,1,1,0.1,"Altitude Point, Alie Street, Aldgate E1",2210,E1,861.7763713080169
505,Flat,2,2,0.3,"Luxury With Gym And Concierge, London, E1",2240,E1,861.7763713080169
506,Flat,2,1,0.1,Elmers End Road Beckenham BR3,1350,BR3,861.7763713080169
507,Apartment,3,2,0.4,"Viridium Apartments, Finchley Road, NW3",5980,NW3,861.7763713080169
508,Duplex,2,3,0.5,Central Avenue London SW6,4291,SW6,861.7763713080169
509,Apartment,2,2,0.4,"Viridium Apartments, Finchley Road, NW3",3467,NW3,861.7763713080169
510,Terraced,4,3,0.3,"Highlever Road, London, W10",5633,W10,1582
511,Apartment,1,1,0.2,"Landmark Pinnacle, Marsh Wall , E14",2550,E14,861.7763713080169
512,End of Terrace,3,2,0.4,"Rugby Road, London, NW9",1950,NW9,861.7763713080169
513,Flat,1,1,0.4,Ralston Street Chelsea SW3,3012,SW3,861.7763713080169
514,Apartment,2,2,0.2,"Hamlet Gardens, Ravenscourt Park, London, W6",3510,W6,861.7763713080169
515,Apartment,2,1,0.2,"Luxborough Street, Marylebone, W1U",2817,W1U,861.7763713080169
516,Apartment,2,1,0.6,"Glenfield Road, London, SW12",2492,SW12,861.7763713080169
517,Flat,2,1,0.6,"Elmfield Road, East Finchley, N2",1400,N2,861.7763713080169
518,Apartment,1,1,0.2,"Cathles Road, London, SW12",1699,SW12,861.7763713080169
519,Apartment,1,1,0.4,"Meadow Road, Vauxhall, London, SW8",1695,SW8,861.7763713080169
520,Apartment,2,2,0.6,"Carrara Tower, 1 Bollinder Place, Old Street - EC1V 2AF",3250,2AF,861.7763713080169
521,Apartment,3,2,0.3,"Hutchings Wharf, Canary Wharf, E14",3163,E14,1456
522,Apartment,2,2,0.1,"The Grainstore, Royal Victoria Dock, E16",1700,E16,911
523,Apartment,2,2,0.5,"Orion Point, Crews St, Canary Wharf - E14 3TX",2167,3TX,861.7763713080169
524,Apartment,1,1,0.2,"Pelham court, South Kensington, SW3",3575,SW3,861.7763713080169
525,Apartment,3,3,0.1,"Pan Peninsula Square, Canary Wharf - E14 9HA",5850,9HA,861.7763713080169
526,Apartment,2,2,0.1,"CASHMERE HOUSE, GOODMANS FIELDS, Aldgate - E1 8PU",3683,8PU,861.7763713080169
527,Apartment,1,1,0.1,"West Tower, Pan Peninsula, Canary Wharf E14",2102,E14,861.7763713080169
528,Apartment,3,3,0.2,"Cassia Point, Glasshouse Gardens, Stratford - E20 1HR",3207,1HR,861.7763713080169
529,Flat,3,2,0.1,Royal College Street Camden NW1,2850,NW1,861.7763713080169
530,Apartment,2,2,0.1,"Stirling Mansions, GOODMANS FIELDS, Aldgate - E1 8PU",4333,8PU,861.7763713080169
531,Flat,2,1,0.9,"Alliance Road, Plumstead, London, SE18",1200,SE18,861.7763713080169
532,Semi-Detached,4,2,0.3,"Chobham Road, Stratford, E15",2500,E15,861.7763713080169
533,Flat,2,1,0.1,"Hermon Hill, London, E11",1650,E11,861.7763713080169
534,Flat,1,1,0.1,"Camden Road, London, NW1",1560,NW1,861.7763713080169
535,Flat,2,2,0.2,"Belvedere Road, Waterloo, London, SE1",2492,SE1,680
536,Apartment,4,2,0.3,"Golders Green Road, London, NW11",2383,NW11,861.7763713080169
537,Flat,1,1,0.2,"Boultwood Road, East Ham, E6",1096,E6,861.7763713080169
538,Flat,1,1,0.1,Amblecote Road London SE12,950,SE12,861.7763713080169
539,Apartment,2,2,0.5,"Ivory House, Clove Hitch Quay, London, SW11",2492,SW11,861.7763713080169
540,Flat,3,1,0.7,Elmington Estate London SE5,2100,SE5,861.7763713080169
541,Flat,1,1,0.1," Dagnall Park,  London, SE25",1200,SE25,398
542,House,4,1,0.1,"Elthruda Road, Hither Green, SE13",2250,SE13,861.7763713080169
543,Apartment,2,2,0.2,"Cannon Street Road, London, E1",2250,E1,1054
544,Flat,1,1,0.3,"Longley Road , Tooting, SW17",1250,SW17,861.7763713080169
545,Apartment,2,2,0.3,"Newington House, Colindale Gardens, Colindale NW9",1820,NW9,861.7763713080169
546,Flat,1,2,0.3,"Clarendon Court, Maida Vale, Madia Vale, W9",2253,W9,861.7763713080169
547,Semi-Detached,3,1,0.9,"Bellarmine Close, West Thamesmead, London SE28",1495,SE28,861.7763713080169
548,Flat,1,1,0.1,"Gleneagle Mews, SW16",1150,SW16,861.7763713080169
549,Apartment,2,2,0.1,"The Music Box, Southwark, London SE1",3358,SE1,861.7763713080169
550,Apartment,1,1,0.6,"Rosaline Road, London, SW6",1995,SW6,861.7763713080169
551,Flat,1,1,0.2,"Exchange Gardens, London, SW8",2500,SW8,861.7763713080169
552,Apartment,2,2,0.3,"Coleman Fields, N1 7AD",2500,N1 7AD,978
553,Apartment,2,2,0.2,"Legacy Building, 1 Viaduct Gardens, London, SW11",4008,SW11,861.7763713080169
554,Apartment,4,2,0.1,"Finchley Road, St Johns Wood, London NW8",5308,NW8,861.7763713080169
555,Apartment,3,2,0.2,"Hamlet Gardens, Hammersmith, London, W6",4875,W6,861.7763713080169
556,Apartment,2,2,0.0,"Binney Street, Mayfair, London, W1K",9100,W1K,861.7763713080169
557,Apartment,2,2,0.1,"No.3, Upper Riverside, Cutter Lane, Greenwich Peninsula, SE10",2750,SE10,861.7763713080169
558,Flat,2,2,0.1,"Fountain Park Way, London, W12",3450,W12,861.7763713080169
559,Flat,2,2,0.1,"Fountain Park Way, London, W12",3250,W12,861.7763713080169
560,House,5,4,0.1,"Court Close, St Johns Wood Park, London, NW8",10812,NW8,861.7763713080169
561,Apartment,3,2,0.2,"Hamlet Gardens, Hammersmith, London, W6",4788,W6,861.7763713080169
562,Flat,2,2,0.5,"St Clements Mansions, Lillie Road , Fulham, London, SW6",1998,SW6,861.7763713080169
563,Penthouse,5,4,0.2,"Boydell Court, St. Johns Wood Park, London, NW8",8645,NW8,861.7763713080169
564,Apartment,2,1,0.2,"Hamlet Gardens, Hammersmith, London, W6",3618,W6,861.7763713080169
565,Flat,2,1,0.1,"Allison Road, W3",1500,W3,861.7763713080169
566,Apartment,1,1,0.2,"Denver Building, Malthouse Road, London, SW11",2350,SW11,861.7763713080169
567,Terraced,2,1,0.6,"Sladedale Road, Plumstead Common, SE18 1PX",1350,1PX,861.7763713080169
568,Apartment,3,2,0.1,"Tyssen Street, London, E8",2990,E8,1171
569,Apartment,1,1,0.1,Luke House SW1,2687,SW1,487
570,Apartment,2,1,0.5,"Fairweather House, Parkhurst Road, London, N7",1750,N7,428
571,Apartment,2,1,0.4,"Altima Court, East Dulwich Road, East Dulwich, SE22",1500,SE22,861.7763713080169
572,Flat,3,1,0.5,"Moore House, Grosvenor Waterside, 2 Gatliff Road, London, SW1W",5417,SW1W,1093
573,Flat,2,1,0.3,"Upper Grosvenor Street, London, W1K",3012,W1K,631
574,Apartment,1,1,0.2,"Horn Lane, W3",1300,W3,861.7763713080169
575,Flat,1,1,0.1,"Advance House, Ladbroke Grove, London, W11",1647,W11,269
576,Terraced,3,1,0.2,"Carlton Road, London, E11",1700,E11,861.7763713080169
577,Apartment,2,2,0.1,"Young Street, Kensington, London, W8",5503,W8,861.7763713080169
578,Flat,1,1,0.1,"Ashbourne Road, Mitcham CR4",1250,CR4,861.7763713080169
579,Apartment,1,1,0.8,"Granville Road, London, NW2",1625,NW2,861.7763713080169
580,Apartment,1,1,0.2,"Landmark Pinnacle, Marsh Wall, E14",2700,E14,861.7763713080169
581,Flat,2,2,0.0,"Discovery Dock, Canary Wharf, London, E14",2900,E14,1032
582,Apartment,2,2,1.1,"Rainville Road, Fulham, London, W6",4983,W6,861.7763713080169
583,Apartment,2,2,0.5,"Rainville Road, Fulham, London, W6",5525,W6,861.7763713080169
584,Apartment,2,2,0.7,"Palace Wharf Apartments, Rainville Road, London, W6",6283,W6,861.7763713080169
585,Apartment,2,2,0.3,"Eustace Building, 372 Queenstown Road, SW11",2600,SW11,861.7763713080169
586,Flat,2,1,0.1," Elsie Road,  East Dulwich, SE22",2000,SE22,636
587,Flat,1,1,0.1," Elsie Road,  East Dulwich, SE22",1700,SE22,538
588,Flat,1,1,0.2,"Maygrove Road, West Hampstead, NW6",1600,NW6,861.7763713080169
589,Apartment,2,2,0.2,"Hamlet Gardens, London, W6",3142,W6,861.7763713080169
590,Apartment,2,1,0.2,"Hamlet Gardens, Chiswick, London, W6",3142,W6,861.7763713080169
591,Apartment,2,2,0.2,Lisgar Terrace London W14,2708,W14,861.7763713080169
592,Apartment,2,2,0.5,"Palace Wharf, Rainville Road, Fulham, London, W6",4008,W6,861.7763713080169
593,Apartment,3,2,0.2,"Garden House, Kensington Gardens Sq, Kensington, London, W2",5417,W2,861.7763713080169
